5.33,0.89,5.03,0,0.2,0,0,0,1.18,0,18.84,0,41.81,7,0,7.79,0,1.38,0,0,10.45,0.1,1
0.66,0,0.88,0,0.44,0,0,0,0.88,0,12.5,0,60.75,2.41,0,7.89,0,8.55,0,0,5.04,0,1
3.61,1.1,5.17,0,0.31,0,0,0,4.23,0,17.87,0,47.49,0.94,0,9.25,0,2.19,0,0,7.84,0,1
1.75,0.48,9.22,0,0,0,0,0,1.11,0,18.6,0,47.22,2.7,0,11.76,0,0.79,0,0,6.36,0,1
3.87,0.3,3.87,0,0,0,0,0,1.64,0,22.06,0,43.07,2.98,0,8.2,0,0.89,0,0,13.11,0,1
5.07,0.85,0,0.21,0.63,0,0,0,2.11,0,20.72,0,50.11,0.42,0,6.77,0,1.06,0,0,12.05,0,1
6.69,0.63,0.42,0.63,0.1,0,0,0,1.15,0,20.82,0,47.07,1.05,0,8.05,0,0.94,0,0,12.03,0.42,1
5.11,0.74,0.91,0.49,0.49,0,0,0.08,1.65,0,23.15,0,47.69,2.64,0,5.85,0,1.57,0,0,9.64,0,1
4.18,0.42,4.32,0,0.28,0,0,0,1.39,0,17.71,0,49.09,0.42,0,9.9,0,3.49,0,0,8.79,0,1
7.12,1.07,6.05,0,0,0,0,0,1.42,0,12.46,0,48.4,3.2,0,11.39,0,1.42,0,0,7.47,0,1
5.92,0.75,0.17,0.33,0.17,0,0,0,0.58,0,20.27,0,47.87,3.17,0,6.51,0,1.83,0,0,12.26,0.17,1
5.39,0.98,0.39,0.2,0.49,0,0,0,2.15,0,19.39,0,48.48,2.64,0,5.58,0,1.67,0,0,12.54,0.1,1
3.12,0.34,9.84,0.2,0.27,0,0,0.07,0.61,0,14.46,0,39.51,9.44,0,10.73,0,2.04,0,0,9.37,0,1
2.83,0,2.06,0.26,0.26,0,0,0,1.8,0,20.57,0,51.93,3.08,0,7.71,0,1.54,0,0,7.97,0,1
4.43,0.99,5.25,0.16,0.66,0,0.33,0,4.76,0,19.87,0,41.74,3.45,0,6.24,0,1.15,0,0,11,0,1
5.56,0.24,3.19,0.12,0,0,0,0,0.35,0,19.15,0,49.88,2.01,0,8.27,0,1.65,0,0,9.57,0,1
